State,District,Cook_PVI_Numeric,Adjusted_2012_Romney,Adjusted_2016_Trump,2012 Romney (Standardized),2016 Trump (Standardized)
Oregon,3,-21,0.27972506062724756,0.2620916381997183,0.25519594664460754,0.24444444444444444
Oregon,4,-2,0.4895828774235002,0.5171043055902359,0.4650537634408602,0.49945711183496205
Oregon,5,0,0.5072135402121483,0.49491992102800114,0.48268442622950825,0.4772727272727273
Pennsylvania,1,-25,0.19487707162257953,0.201320663143029,0.17034795763993948,0.1836734693877551
Pennsylvania,2,-39,0.1146056035156513,0.09927984681649835,0.09007648953301127,0.08163265306122448
Pennsylvania,3,5,0.5881378316714387,0.6530638604219405,0.5636087176887987,0.6354166666666666
Pennsylvania,4,9,0.6034497875472576,0.6322305270886073,0.5789206735646176,0.6145833333333334
Pennsylvania,5,6,0.6038780458239421,0.6634805270886073,0.5793489318413021,0.6458333333333334
Pennsylvania,6,1,0.5369417191098059,0.5176471937552739,0.5124126051271659,0.5
Pennsylvania,7,0,0.5337818190084263,0.5072305270886072,0.5092527050257862,0.4895833333333333
Pennsylvania,8,-1,0.5248834725935543,0.5176471937552739,0.5003543586109143,0.5
Pennsylvania,9,10,0.6610677703814646,0.7392966782913564,0.6365386563988246,0.7216494845360825
Pennsylvania,10,12,0.6343495461628166,0.7051471937552739,0.6098204321801766,0.6875
Pennsylvania,11,6,0.5719039489577593,0.6426471937552739,0.5473748349751193,0.625
Pennsylvania,12,6,0.6099468355016274,0.6258946164356862,0.5854177215189874,0.6082474226804123
Pennsylvania,13,-12,0.3566849476524018,0.3475441009717687,0.33215583366976176,0.32989690721649484
Pennsylvania,14,-16,0.3351851010048442,0.3372348226212532,0.3106559870222042,0.31958762886597936
Pennsylvania,15,2,0.5392782270084889,0.5593138604219405,0.5147491130258489,0.5416666666666666
Pennsylvania,16,6,0.5554621768629646,0.5544892990184318,0.5309330628803246,0.5368421052631579
Pennsylvania,17,-4,0.4630935908682848,0.5697305270886073,0.43856447688564476,0.5520833333333334
Pennsylvania,18,6,0.610237624190847,0.6155853380851708,0.585708510208207,0.5979381443298969
Rhode Island,1,-14,0.35159487269795664,0.38347528599846037,0.3270657587153166,0.3658280922431865
Rhode Island,2,-8,0.4147257918589266,0.4804310457317247,0.3901966778762866,0.46278385197645083
South Carolina,1,11,0.6162000129161088,0.5814769809893164,0.5916708989334688,0.5638297872340425
South Carolina,2,15,0.6245088238335075,0.6176471937552739,0.5999797098508675,0.6
South Carolina,3,16,0.6798590632212187,0.7155638604219405,0.6553299492385787,0.6979166666666666
South Carolina,4,15,0.656530740494788,0.6559450660956995,0.632001626512148,0.6382978723404256
South Carolina,5,9,0.5826733603359626,0.6113971937552739,0.5581442463533226,0.59375
South Carolina,6,-18,0.30836749782102385,0.3269255442707378,0.28383838383838383,0.30927835051546393
South Carolina,7,7,0.5756505526571197,0.6155853380851708,0.5511214386744797,0.5979381443298969
Tennessee,1,21,0.7098651628624771,0.8093138604219405,0.6853360488798371,0.7916666666666666
Tennessee,2,16,0.6678217969094692,0.7018577200710634,0.6432926829268292,0.6842105263157895
Tennessee,3,12,0.6881470001615018,0.63380880991689,0.6636178861788617,0.6161616161616161
Tennessee,4,13,0.45643968308833105,0.7334366674394844,0.43191056910569103,0.7157894736842105
Tennessee,5,-5,0.7253404730090092,0.42190251290421,0.7008113590263692,0.40425531914893614
Tennessee,6,15,0.6908577143883196,0.7676471937552739,0.6663286004056795,0.75
Tennessee,7,13,0.6928809845589797,0.7229103516500107,0.6683518705763397,0.7052631578947368
Tennessee,8,15,0.2352145978536078,0.6980595648892945,0.21068548387096775,0.6804123711340206
Texas,1,21,0.7467513362048622,0.7599152349923873,0.7222222222222222,0.7422680412371134
Texas,2,16,0.6671780939846499,0.5650156148079055,0.6426489800020099,0.5473684210526316
Texas,3,18,0.6773252166924745,0.5921152788616569,0.6527961027098345,0.574468085106383
Texas,4,21,0.7735169682336522,0.7908430700439337,0.7489878542510122,0.7731958762886598
Texas,5,15,0.6767030270261183,0.6671317298377482,0.6521739130434783,0.6494845360824743
Texas,6,13,0.6111552538002692,0.5801471937552739,0.5866261398176292,0.5625
Texas,7,14,0.6326509413938075,0.512384035860537,0.6081218274111675,0.49473684210526314
Texas,8,26,0.804275949425678,0.7676471937552739,0.779746835443038,0.75
Texas,9,-21,0.23665032610385217,0.20321420406455223,0.21212121212121213,0.18556701030927836
Texas,10,11,0.6282872839172806,0.5650156148079055,0.6037581699346406,0.5473684210526316
Texas,11,29,0.8263318281815462,0.8217709050954801,0.8018027141989061,0.8041237113402062
Texas,12,17,0.7029700396830054,0.6702787727026424,0.6784409257003654,0.6526315789473685
Texas,13,29,0.8370924371842611,0.842389461796511,0.8125633232016211,0.8247422680412371
Texas,14,8,0.6248933389927573,0.6218138604219405,0.6003642250101173,0.6041666666666666
Texas,15,-1,0.4442684815955302,0.43431386042194053,0.41973936761289016,0.4166666666666667
Texas,16,-9,0.37407318693096825,0.30488123630846536,0.34954407294832823,0.2872340425531915
Texas,17,12,0.6402273810570539,0.6133918746063377,0.6156982670744139,0.5957446808510638
Texas,18,-22,0.25507287787995153,0.22598052708860722,0.2305437638973115,0.20833333333333334
Texas,19,26,0.7709794182422749,0.7755419305973792,0.7464503042596349,0.7578947368421053
Texas,20,-3,0.42716603081833987,0.37934932141484834,0.40263691683569985,0.3617021276595745
Texas,21,11,0.6367656599208434,0.570838683116976,0.6122365459382034,0.5531914893617021
Texas,22,15,0.6531843806020875,0.5593138604219405,0.6286552666194475,0.5416666666666666
Texas,23,5,0.5378840310202766,0.5018577200710633,0.5133549170376366,0.4842105263157895
Texas,24,14,0.6385695488094204,0.5602003852446356,0.6140404348267804,0.5425531914893617
Texas,25,10,0.6376304445865295,0.5965945621763266,0.6131013306038895,0.5789473684210527
Texas,26,20,0.7122198566072585,0.6559450660956995,0.6876907426246185,0.6382978723404256
Texas,27,13,0.63767741219982,0.6426471937552739,0.61314829821718,0.625
Texas,28,-2,0.41543820489173094,0.41348052708860716,0.39090909090909093,0.3958333333333333
Texas,29,-8,0.3581321072074352,0.27806386042194053,0.3336029932247952,0.2604166666666667
Texas,30,-23,0.222454174417773,0.20321420406455223,0.19792506043513294,0.18556701030927836
Texas,31,13,0.6335847149638338,0.5875396668735535,0.6090556009811938,0.5698924731182796
Texas,32,10,0.6033268394091226,0.512384035860537,0.5787977254264826,0.49473684210526314
Texas,33,-14,0.2981283063097475,0.265069874167645,0.2735991923271075,0.24742268041237114
Texas,34,-3,0.4111930905790286,0.4093997710748615,0.38666397659638857,0.3917525773195876
Texas,35,-9,0.37923565910196816,0.33679612992548663,0.35470654511932814,0.3191489361702128
Texas,36,20,0.7645392303205257,0.7599152349923873,0.7400101163378857,0.7422680412371134
Utah,1,25,0.8204474813295788,0.7069675821047886,0.7959183673469388,0.6893203883495147
Utah,2,16,0.7255600418176915,0.6073907834988637,0.7010309278350515,0.5897435897435898
Utah,3,25,0.822508911962438,0.6871507398545648,0.797979797979798,0.6695035460992909
Utah,4,14,0.7184066650030482,0.5645003406084208,0.6938775510204082,0.5468531468531469
Virginia,1,8,0.5625230349552844,0.5814769809893164,0.5379939209726444,0.5638297872340425
Virginia,2,5,0.5169303297881112,0.5337762260133384,0.49240121580547114,0.5161290322580645
Virginia,3,-23,0.22655033682245815,0.35448929901843174,0.2020212228398181,0.3368421052631579
Virginia,4,6,0.5314546017998476,0.40712087796580015,0.5069254878172076,0.3894736842105263
Virginia,5,6,0.5584110605436478,0.5755419305973791,0.5338819465610077,0.5578947368421052
Virginia,6,12,0.6231049023854884,0.645306768223359,0.5985757884028484,0.6276595744680851
Virginia,7,11,0.6016627040900797,0.5495620873722952,0.5771335901074397,0.5319148936170213
Virginia,8,-15,0.3384213780571641,0.2434536453681771,0.3138922640745241,0.22580645161290322
Virginia,9,11,0.6683339721169532,0.7334366674394844,0.6438048581343132,0.7157894736842105
Virginia,10,4,0.5301015557252946,0.4644557043935717,0.5055724417426546,0.44680851063829785
Virginia,11,-7,0.3920868296570021,0.30796977440043516,0.3675577156743621,0.2903225806451613
Washington,1,-3,0.4690876355432149,0.4291496942988703,0.4445585215605749,0.41150250054359644
Washington,2,-8,0.4154756160402532,0.39719809848603466,0.39094650205761317,0.3795509047307608
Washington,3,2,0.5332470627005887,0.5577229103588434,0.5087179487179487,0.5400757166035695
Washington,4,14,0.6362094418514925,0.6405768560482401,0.6116803278688525,0.6229296622929662
Washington,5,6,0.5749406366163848,0.5889975387339181,0.5504115226337448,0.5713503449786442
Washington,6,-5,0.44796179640812817,0.4500204277931667,0.42343268242548815,0.43237323403789285
Washington,7,-28,0.21055172446568218,0.14679574640080456,0.18602261048304214,0.12914855264553068
Washington,8,2,0.5163491548824355,0.5011410783748215,0.4918200408997955,0.48349388461954756
Washington,9,-15,0.32687845003984123,0.2664479612640682,0.3023493360572012,0.24880076750879437
Washington,10,-4,0.44650036654937514,0.45538718278434676,0.4219712525667351,0.4377399890290729
West Virginia,1,9,0.6608369322388823,0.7410514490744229,0.6363078182562423,0.723404255319149
West Virginia,2,8,0.6369614912409844,0.7123840358605371,0.6124323772583444,0.6947368421052632
West Virginia,3,6,0.6892187550502339,0.7780638604219405,0.6646896410675939,0.7604166666666666
Wisconsin,1,3,0.5457724281414855,0.570838683116976,0.5212433141588455,0.5531914893617021
Wisconsin,2,-16,0.33295357732812403,0.3261578320531462,0.308424463345484,0.30851063829787234
Wisconsin,3,-6,0.4687708009250569,0.5445289141853814,0.4442416869424169,0.5268817204301075
Wisconsin,4,-21,0.2644645392676769,0.24922614112369493,0.23993542528503684,0.23157894736842105
Wisconsin,5,12,0.643446941561885,0.6240301724786782,0.618917827579245,0.6063829787234043
Wisconsin,6,5,0.5615979923077133,0.6090450432176395,0.5370688783250733,0.5913978494623656
Wisconsin,7,0,0.5401746836028932,0.6281735095447476,0.5156455696202532,0.6105263157894737
Wisconsin,8,2,0.5432500206816888,0.6240301724786782,0.5187209066990488,0.6063829787234043
