State,District,Cook_PVI_Numeric,Adjusted_2012_Romney,Adjusted_2012_Obama,2016 Trump (Standardized),2016 Clinton (Standardized)
New York,9,-31,0.16412331421185633,0.8358766857881437,0.14432989690721648,0.8556701030927835
New York,10,-24,0.27794145889725325,0.7220585411027467,0.1958762886597938,0.8041237113402062
New York,11,4,0.5028609380146244,0.4971390619853756,0.5463917525773195,0.4536082474226804
New York,12,-28,0.24302551705312284,0.7569744829468772,0.1368421052631579,0.8631578947368421
New York,13,-41,0.07046232329826838,0.9295376767017316,0.05154639175257732,0.9484536082474226
New York,14,-23,0.20915194946466445,0.7908480505353356,0.2222222222222222,0.7777777777777778
New York,15,-41,0.05456976933270932,0.9454302306672907,0.050505050505050504,0.9494949494949495
New York,16,-19,0.2818015759203334,0.7181984240796666,0.2268041237113402,0.7731958762886598
New York,17,-5,0.44750539927806104,0.5524946007219389,0.3958333333333333,0.6041666666666666
New York,18,2,0.502786324109792,0.49721367589020804,0.5104166666666666,0.4895833333333333
New York,19,0,0.492494989651036,0.507505010348964,0.5368421052631579,0.4631578947368421
New York,20,-7,0.42041294870972323,0.5795870512902768,0.43010752688172044,0.5698924731182796
New York,21,2,0.4931142538274371,0.5068857461725629,0.5760869565217391,0.42391304347826086
New York,22,3,0.5269435609546212,0.47305643904537875,0.5806451612903226,0.41935483870967744
New York,23,3,0.5306699411668062,0.4693300588331938,0.5806451612903226,0.41935483870967744
New York,24,-3,0.4434548260111026,0.5565451739888974,0.4787234042553192,0.5212765957446809
New York,25,-5,0.4259001629476286,0.5740998370523713,0.4148936170212766,0.5851063829787234
New York,26,-13,0.3737057772915377,0.6262942227084622,0.3958333333333333,0.6041666666666666
New York,27,7,0.5876438989427396,0.4123561010572604,0.6276595744680851,0.3723404255319149
North Carolina,1,-17,0.3047519195212083,0.6952480804787917,0.30927835051546393,0.6907216494845361
North Carolina,2,11,0.603053740703999,0.396946259296001,0.5625,0.4375
North Carolina,3,10,0.6102521571203603,0.3897478428796397,0.625,0.375
North Carolina,4,-17,0.3018114571215866,0.6981885428784134,0.28421052631578947,0.7157894736842105
North Carolina,5,12,0.622086405707619,0.377913594292381,0.59375,0.40625
North Carolina,6,11,0.6068766401566019,0.3931233598433981,0.5773195876288659,0.422680412371134
North Carolina,7,11,0.6222746015444193,0.37772539845558073,0.59375,0.40625
North Carolina,8,12,0.6106040099918981,0.3893959900081019,0.5773195876288659,0.422680412371134
North Carolina,9,10,0.592070338938542,0.407929661061458,0.5625,0.4375
North Carolina,10,11,0.6110048452924033,0.3889951547075967,0.625,0.375
North Carolina,11,12,0.6415783791133165,0.3584216208866835,0.6526315789473685,0.3473684210526316
North Carolina,12,-23,0.23379690694417982,0.7662030930558201,0.2916666666666667,0.7083333333333334
North Carolina,13,9,0.584708766046559,0.41529123395344103,0.5463917525773195,0.4536082474226804
Ohio,1,6,0.5556115487254442,0.44438845127455584,0.53125,0.46875
Ohio,2,9,0.5808404811697147,0.41915951883028535,0.5833333333333334,0.4166666666666667
Ohio,3,-14,0.3177467376286393,0.6822532623713606,0.29473684210526313,0.7052631578947368
Ohio,4,9,0.5958356713811556,0.40416432861884444,0.6736842105263158,0.3263157894736842
Ohio,5,8,0.5744027258820742,0.4255972741179258,0.6344086021505376,0.3655913978494624
Ohio,6,5,0.5885080686418281,0.41149193135817186,0.71875,0.28125
Ohio,7,5,0.5728915591042589,0.42710844089574107,0.6526315789473685,0.3473684210526316
Ohio,8,14,0.6538794313882039,0.3461205686117961,0.6842105263157895,0.3157894736842105
