State,District,Cook_PVI_Numeric,Republican_Prob_2012,Republican_Prob_2016
New Mexico,2,6,0.9071178423397204,0.8396989648668817
New Mexico,3,-7,0.011468132135143845,0.05601271081983976
New York,1,0,0.30368886917869914,0.3984460265970344
New York,2,1,0.4227070194754694,0.483184213485355
New York,3,-3,0.08438860135709772,0.19063162011656146
New York,4,-4,0.05204087199819591,0.143003223890295
New York,5,-33,1.6369793714917685e-08,7.613484122070785e-06
New York,6,-12,0.0008690328686931893,0.010479365179576662
New York,7,-31,4.614009517599313e-08,1.5168557959316063e-05
New York,8,-33,1.6369793714917685e-08,7.613484122070785e-06
New York,9,-31,4.614009517599313e-08,1.5168557959316063e-05
New York,10,-24,1.7346077235642394e-06,0.00016929799203744766
New York,11,4,0.7760329858297119,0.7244569679482699
New York,12,-28,2.1833901649755524e-07,4.265584529905037e-05
New York,13,-41,2.5935943082387847e-10,4.832034454776294e-07
New York,14,-23,2.9121813116823747e-06,0.00023894811972414512
New York,15,-41,2.5935943082387847e-10,4.832034454776294e-07
New York,16,-19,2.3135570441704853e-05,0.0009478155679051013
New York,17,-5,0.03166383106662207,0.10572020437404457
New York,18,2,0.5514303783586642,0.5689006323590344
New York,19,0,0.30368886917869914,0.3984460265970344
New York,20,-7,0.011468132135143845,0.05601271081983976
New York,21,2,0.5514303783586642,0.5689006323590344
New York,22,3,0.6736134392975257,0.6506784766166059
New York,23,3,0.6736134392975257,0.6506784766166059
New York,24,-3,0.08438860135709772,0.19063162011656146
New York,25,-5,0.03166383106662207,0.10572020437404457
New York,26,-13,0.0005178109095391292,0.0074470069269608665
New York,27,7,0.9425169118321327,0.880864848020504
North Carolina,1,-17,6.520745225477089e-05,0.001886599350606166
North Carolina,2,11,0.9923816820367358,0.9670503012636156
North Carolina,3,10,0.9872756262519052,0.9541135447176505
North Carolina,4,-17,6.520745225477089e-05,0.001886599350606166
North Carolina,5,12,0.9954482187433324,0.9764299019497752
North Carolina,6,11,0.9923816820367358,0.9670503012636156
